owner,repo_name,owner_type,fork,homepage,size,stars_cnt,language,forks_count,topics,created_at
Stability-AI,StableCascade,Organization,False,,109994.0,6595.0,Jupyter Notebook,527.0,[],2024-01-25T21:48:25Z
Acly,krita-ai-diffusion,User,False,https://www.interstice.cloud,30603.0,8412.0,Python,438.0,"['generative-ai', 'krita-plugin', 'stable-diffusion']",2023-09-01T22:52:13Z
princeton-computational-imaging,NSF,Organization,False,,22152.0,294.0,Jupyter Notebook,15.0,[],2023-12-18T17:54:57Z
IAHispano,Audio-Upscaler,Organization,False,,1808.0,108.0,Python,9.0,"['ai', 'audio', 'audio-upscaler', 'ml', 'python']",2024-04-27T09:03:16Z
xinghaochen,SLAB,User,False,,2948.0,104.0,Python,6.0,[],2024-05-13T15:29:01Z
neptune-ai,neptune-client,Organization,False,https://neptune.ai,13675.0,613.0,Python,65.0,"['comparison', 'dl', 'foundation', 'keras', 'learning', 'lightgbm', 'llm', 'logger', 'logging', 'machine', 'ml', 'mlops', 'monitoring', 'optuna', 'pytorch', 'rl', 'tensorflow', 'versioning', 'visualization', 'xgboost']",2019-02-11T11:25:57Z
CodingWithLewis,MemeGenerator,Organization,False,,47846.0,104.0,Python,30.0,[],2024-04-10T01:56:51Z
ShmuelRonen,ComfyUI_wav2lip,User,False,,1564.0,129.0,Python,25.0,[],2024-05-13T14:22:34Z
YBYBZhang,FramePainter,User,False,,4212.0,367.0,Python,11.0,[],2025-01-04T11:19:59Z
TIGER-AI-Lab,MAmmoTH2,Organization,False,https://tiger-ai-lab.github.io/MAmmoTH2/,20764.0,139.0,Python,10.0,"['language', 'math', 'reasoning']",2024-05-04T01:23:39Z
KMnO4-zx,TinyRAG,User,False,,3049.0,287.0,Python,46.0,[],2024-02-12T03:30:25Z
vb000,LookOnceToHear,User,False,,73.0,563.0,Python,64.0,[],2024-05-10T01:46:00Z
BasedLabs,NoLabs,Organization,False,,346919.0,128.0,JavaScript,10.0,"['ai', 'bioinformatics', 'biolab', 'folding', 'protein-design', 'proteins', 'synthetic-biology', 'webserver']",2023-05-27T21:01:42Z
xuyuzhuang11,OneBit,User,False,,7772.0,174.0,Python,4.0,[],2024-04-24T02:01:01Z
lynxkite,lynxkite,Organization,False,https://lynxkite.com/,39437.0,139.0,Scala,11.0,"['complex-networks', 'data-science', 'graph-algorithms', 'graph-visualization', 'hacktoberfest', 'machine-learning']",2020-03-30T10:56:47Z
IvanDrokin,torch-conv-kan,User,False,,8118.0,492.0,Python,43.0,"['computer-vision', 'convolutional-neural-networks', 'kolmogorov-arnold-networks']",2024-05-13T08:03:19Z
mit-biomimetics,fld,Organization,False,https://sites.google.com/view/iclr2024-fld/home,25770.0,286.0,Python,29.0,[],2024-02-11T13:31:35Z
hyperonym,basaran,Organization,False,,5634.0,1298.0,Python,81.0,"['generative', 'gpt', 'huggingface', 'language-model', 'llama', 'llm', 'model', 'natural-language-processing', 'nlp', 'openai-api', 'python', 'text-generation', 'transformers']",2023-02-17T17:22:29Z
google-ai-edge,ai-edge-torch,Organization,False,,11475.0,548.0,Jupyter Notebook,70.0,[],2024-05-13T06:51:21Z
IDEA-Research,HumanTOMATO,Organization,False,https://lhchen.top/HumanTOMATO,9325.0,323.0,Python,10.0,"['generation', 'gpt', 'motion', 'motion-generation', 'smplx', 'whole-body', 'whole-body-motion']",2023-10-18T06:48:20Z
rui-ye,OpenFedLLM,User,False,,10597.0,392.0,Python,64.0,[],2024-01-26T10:44:45Z
severian42,Vodalus-Expert-LLM-Forge,User,False,,2714.0,179.0,Jupyter Notebook,26.0,[],2024-05-11T12:45:47Z
pablovela5620,mini-dust3r,User,False,,6667.0,237.0,Python,16.0,[],2024-05-11T21:39:42Z
bennyschmidt,ragdoll-studio,User,False,https://ragdoll-studio.vercel.app,5972.0,184.0,Python,10.0,"['ai', 'ai-bots', 'ai-characters', 'ai-customer-service', 'ai-experts', 'ai-game-development', 'ai-npc', 'ai-support', 'ai-writing', 'ai-writing-assistant', 'image-generation', 'llm', 'llm-agents', 'llm-apps', 'rag-playground', 'retrieval-augmented-generation', 'scoped-knowledge', 'shopping-assistant', 'stable-diffusion', 'video-generation']",2024-03-14T23:03:13Z
qinghew,CharacterFactory,User,False,https://qinghew.github.io/CharacterFactory/,47262.0,209.0,Python,18.0,[],2024-04-24T11:45:27Z
aiplaybookin,novice-ChatGPT,User,False,,60017.0,125.0,Jupyter Notebook,18.0,"['autogpt', 'gpt4', 'guardrails', 'langchain', 'llamaindex']",2023-03-28T10:32:43Z
jmschrei,tangermeme,User,False,,9316.0,215.0,Python,14.0,[],2024-02-04T20:45:46Z
Hillobar,Rope,User,False,,37398.0,4963.0,Python,835.0,[],2023-07-07T20:43:52Z
metadriverse,metaurban,Organization,False,https://metadriverse.github.io/metaurban/,947064.0,160.0,Python,16.0,[],2024-06-12T16:22:32Z
posit-dev,positron,Organization,False,https://positron.posit.co,107210.0,3172.0,TypeScript,99.0,[],2022-05-24T20:22:25Z
OleehyO,TexTeller,User,False,https://oleehyo.github.io/TexTeller/,85389.0,521.0,Python,57.0,"['image2text', 'latex-ocr']",2024-02-10T06:39:02Z
ZZZHANG-jx,DocRes,User,False,,229359.0,417.0,Python,50.0,[],2024-05-07T14:43:42Z
YUCHEN005,GenTranslate,User,False,,873.0,195.0,Python,9.0,[],2024-02-10T02:48:02Z
MILVLG,imp,Organization,False,,1718.0,178.0,Python,16.0,[],2024-01-17T12:23:15Z
Plachtaa,FAcodec,User,False,,20466.0,204.0,Python,22.0,"['audio-codec', 'voice-conversion', 'zero-shot-voice-conversion']",2024-04-29T13:29:24Z
technovangelist,videoprojects,User,False,,415.0,724.0,TypeScript,157.0,[],2024-03-12T04:55:47Z
ulab-uiuc,research-town,Organization,False,,67810.0,146.0,Python,21.0,"['automatic-scientific-discovery', 'multi-agent-simulation', 'research-agent']",2024-05-02T04:30:28Z
getkeops,keops,Organization,False,https://www.kernel-operations.io,22446.0,1087.0,Python,67.0,[],2019-04-18T09:04:07Z
leggedrobotics,viplanner,Organization,False,https://leggedrobotics.github.io/viplanner.github.io/,5069.0,460.0,Python,47.0,[],2024-02-09T13:51:29Z
01-ai,Yi-1.5,Organization,False,,50.0,553.0,,36.0,[],2024-05-10T03:11:05Z
analokmaus,kuma_utils,User,False,,4555.0,174.0,Python,25.0,[],2019-02-28T07:30:27Z
feizc,DiS,User,False,,729.0,152.0,Python,10.0,[],2024-01-28T13:27:10Z
google-ai-edge,mediapipe,Organization,False,https://ai.google.dev/edge/mediapipe,603252.0,29458.0,C++,5320.0,"['android', 'audio-processing', 'c-plus-plus', 'calculator', 'computer-vision', 'deep-learning', 'framework', 'graph-based', 'graph-framework', 'inference', 'machine-learning', 'mediapipe', 'mobile-development', 'perception', 'pipeline-framework', 'stream-processing', 'video-processing']",2019-06-13T19:16:41Z
ifromeast,cuda_learning,User,False,,3969.0,238.0,Cuda,28.0,[],2023-07-23T01:43:42Z
Yu-Fangxu,COLD-Attack,User,False,,7486.0,150.0,Python,20.0,[],2024-02-08T15:33:36Z
TorchOPC,TorchLitho,Organization,False,,5725.0,175.0,Python,34.0,"['abbe', 'computational-lithography', 'design-for-manufacturing', 'differentiable-programming', 'ilt', 'imaging', 'jax', 'lithography', 'mask-optimization', 'opc', 'resist-modeling', 'smo', 'torch', 'vector-lithography']",2023-02-11T06:41:03Z
OthersideAI,self-operating-computer,Organization,False,https://www.hyperwriteai.com/self-operating-computer,12882.0,9564.0,Python,1286.0,"['automation', 'openai', 'pyautogui']",2023-11-04T03:13:45Z
BAAI-DCAI,Bunny,User,False,,29917.0,1014.0,Python,75.0,"['chatgpt', 'chinese', 'english', 'gpt-4', 'mllm', 'multimodal-large-language-models', 'vlm']",2024-01-31T09:27:08Z
moment-timeseries-foundation-model,moment,Organization,False,https://moment-timeseries-foundation-model.github.io/,17648.0,498.0,TypeScript,79.0,"['anomaly-detection', 'classification', 'forecasting', 'foundational-models', 'imputation', 'large-language-models', 'time-series', 'time-series-anomaly-detection', 'time-series-classification', 'time-series-forecasting', 'transformers']",2024-05-10T17:38:41Z
X-LANCE,AniTalker,Organization,False,https://x-lance.github.io/AniTalker/,272307.0,1568.0,Jupyter Notebook,144.0,[],2024-04-29T01:40:48Z
yxuhan,CoRA,User,False,,47094.0,173.0,Python,16.0,[],2023-12-06T04:39:47Z
THUDM,CogCoM,Organization,False,,6318.0,183.0,Jupyter Notebook,11.0,[],2024-02-02T11:18:30Z
FireRedTeam,FireRedASR,User,False,,674.0,903.0,Python,68.0,"['asr', 'automatic-speech-recognition', 'conformer', 'industrial-grade', 'llm', 'multimodal-llm', 'open-source', 'speech-recognition', 'speechllm', 'transformer']",2025-01-24T11:25:35Z
lucidrains,alphafold3-pytorch,User,False,,14217.0,1413.0,Python,180.0,"['artificial-intelligence', 'attention-mechanisms', 'deep-learning', 'denoising-diffusion', 'protein-structure-prediction', 'transformers']",2024-05-08T15:26:29Z
basetenlabs,truss-examples,Organization,False,https://trussml.com,41647.0,169.0,Python,41.0,"['ai', 'docker', 'examples', 'machine-learning', 'mlops', 'python']",2023-07-17T02:16:09Z
overeasy-sh,overeasy,Organization,False,https://docs.overeasy.sh/,48774.0,394.0,HTML,12.0,"['agent', 'agents', 'artificial-intelligence', 'computer-vision', 'llms', 'open-source', 'vision-framework']",2024-04-21T19:29:37Z
Siddhant-Goswami,100x-LLM,User,False,https://www.100xengineers.com/,2595.0,226.0,Python,92.0,[],2024-04-06T14:02:51Z
BiaPyX,BiaPy,Organization,False,https://BiaPyX.github.io,1193212.0,146.0,Jupyter Notebook,30.0,"['biomedical-image-processing', 'classification', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'denoising', 'image-processing', 'image-segmentation', 'instance-segmentation', 'machine-learning', 'medical-imaging', 'object-detection', 'python', 'pytorch', 'segmentation', 'self-supervised-learning', 'semantic-segmentation', 'super-resolution']",2019-02-28T15:35:09Z
3DTopia,LGM,Organization,False,https://me.kiui.moe/lgm/,176.0,1866.0,Python,127.0,"['gaussian-splatting', 'image-to-3d', 'text-to-3d']",2024-02-06T10:58:16Z
kyegomez,ScreenAI,User,False,https://discord.gg/GYbXvDGevY,2284.0,339.0,Python,30.0,"['ai', 'artificial-intelligence', 'attention', 'attention-is-all-you-need', 'gpt-4', 'machine-learning', 'ml', 'pytorch', 'tensorflow']",2024-02-08T06:48:49Z
abeleinin,gp-navigation,User,False,,1699.0,121.0,Python,8.0,[],2024-03-05T21:59:19Z
mustafaaljadery,gemma-2B-10M,User,False,,14670.0,950.0,Python,61.0,[],2024-05-07T00:52:21Z
ggjy,DeLVM,User,False,,2807.0,116.0,Python,8.0,[],2024-02-07T10:27:09Z
Event-AHU,OpenPAR,Organization,False,,64714.0,118.0,Python,15.0,"['benchmark-datasets', 'mamba', 'msp60k-dataset', 'pedestrian-attribute-recognition']",2023-06-21T10:49:58Z
baichuan-inc,Baichuan-Omni-1.5,Organization,False,,118918.0,148.0,Python,8.0,[],2025-01-23T14:21:05Z
SHI-Labs,CuMo,Organization,False,,8022.0,147.0,Python,9.0,[],2024-05-08T05:11:08Z
1ssb,torchkan,User,False,https://1ssb.github.io/torchkan/,14679.0,178.0,Python,24.0,[],2024-05-09T13:20:51Z
alexstoken,image-matching-models,User,False,https://earthloc-and-earthmatch.github.io/,89389.0,413.0,Python,38.0,"['feature-matching', 'image-matching', 'image-retrieval', 'local-features', 'visual-localization']",2024-02-27T01:06:02Z
muditbhargava66,PyxLSTM,User,False,https://pyxlstm.readthedocs.io/,123.0,288.0,Python,26.0,"['language-modeling', 'lstm', 'sequence-modeling', 'xlstm']",2024-05-08T20:39:35Z
ttxskk,AiOS,Organization,False,https://ttxskk.github.io/AiOS/,283384.0,307.0,Python,10.0,[],2024-03-18T07:30:54Z
okaris,omni-zero,User,False,,95.0,487.0,Python,26.0,[],2024-04-25T15:43:09Z
EricLBuehler,xlora,User,False,,27607.0,218.0,Python,12.0,"['llm', 'lora', 'python', 'pytorch']",2023-12-26T01:41:30Z
PKU-Alignment,aligner,Organization,False,https://pku-aligner.github.io/,17061.0,169.0,Python,8.0,"['aisafety', 'aligner', 'alignment', 'interpretability', 'llm', 'mecinterp', 'rlhf', 'weak-to-strong']",2024-02-05T17:48:43Z
iamgroot42,mimir,User,False,https://iamgroot42.github.io/mimir/,1386433.0,152.0,Jupyter Notebook,27.0,"['llm-privacy', 'membership-inference']",2023-08-31T21:29:33Z
Stability-AI,stable-audio-metrics,Organization,False,,103371.0,208.0,Python,20.0,[],2024-01-31T14:39:42Z
myscience,x-lstm,User,False,,124.0,160.0,Python,18.0,"['lightning', 'llm', 'lstm', 'pytorch', 'pytorch-implementation', 'xlstm']",2024-05-08T15:26:18Z
time-series-foundation-models,lag-llama,Organization,False,,253.0,1420.0,Python,171.0,"['forecasting', 'foundation-models', 'lag-llama', 'llama', 'time-series', 'time-series-forecasting', 'time-series-prediction', 'time-series-transformer', 'timeseries', 'timeseries-forecasting', 'transformers']",2024-02-07T10:35:52Z
varunshenoy,super-json-mode,User,False,,668.0,398.0,Jupyter Notebook,14.0,"['huggingface-transformers', 'llm', 'openai', 'vllm']",2023-11-15T08:42:56Z
RUCKBReasoning,TableLLM,Organization,False,,127787.0,192.0,Python,19.0,[],2024-02-07T08:50:19Z
run-house,runhouse,Organization,False,https://run.house,32732.0,1020.0,Python,37.0,"['api', 'artificial-intelligence', 'aws', 'azure', 'collaboration', 'data-science', 'deployment', 'distributed', 'fastapi', 'gcp', 'infrastructure', 'machine-learning', 'middleware', 'observability', 'python', 'pytorch', 'ray', 'sagemaker', 'serverless']",2022-05-10T14:10:51Z
hemangjoshi37a,TrendMaster,User,False,https://hjalgos.hjlabs.in,194286.0,215.0,Jupyter Notebook,31.0,"['algotrading', 'machinelearning', 'nse', 'stockmarket', 'stockmarketforecasting', 'transformer', 'zerodha']",2021-07-15T11:41:33Z
hrnoh24,stream-vc,User,False,,230.0,120.0,Python,7.0,[],2024-05-09T15:07:38Z
lucidrains,infini-transformer-pytorch,User,False,,35831.0,110.0,Python,4.0,"['artificial-intelligence', 'attention-mechanism', 'deep-learning', 'long-context', 'memory', 'transformers']",2024-05-01T16:12:44Z
theEricMa,DiffSpeaker,User,False,,14893.0,157.0,Python,22.0,[],2024-01-26T06:46:48Z
QitaoZhao,PoseFormerV2,User,False,,37287.0,294.0,Python,32.0,"['human-pose-estimation', 'pytorch']",2023-03-19T06:01:04Z
amazon-science,CodeSage,Organization,False,https://code-representation-learning.github.io,262.0,102.0,Python,4.0,[],2024-02-07T01:16:50Z
neggles,animatediff-cli,User,False,,126.0,260.0,Python,133.0,"['image-generation', 'pytorch', 'stable-diffusion']",2023-07-18T12:43:59Z
AI-Hypercomputer,maxdiffusion,Organization,False,,59248.0,201.0,Python,25.0,[],2023-09-18T21:16:15Z
ziyangwang007,Mamba-UNet,User,False,,21622.0,608.0,Python,48.0,[],2024-02-06T22:50:06Z
foundation-model-stack,fms-fsdp,Organization,False,https://pytorch.org/docs/stable/fsdp.html,780.0,240.0,Python,38.0,"['distributed-training', 'llm', 'pytorch']",2024-02-05T20:21:25Z
SamsungLabs,FineControlNet,Organization,False,,40988.0,182.0,Python,12.0,[],2023-12-19T04:12:16Z
samar-khanna,DiffusionSat,User,False,,58200.0,163.0,Python,11.0,[],2024-02-16T05:15:05Z
multimodal-art-projection,MAP-NEO,Organization,False,,107938.0,936.0,Python,88.0,[],2024-05-08T11:58:35Z
allenai,satlaspretrain_models,Organization,False,,2165.0,101.0,Jupyter Notebook,17.0,[],2024-01-26T16:20:03Z
yinjunbo,IS-Fusion,User,False,,3643.0,148.0,Python,14.0,[],2024-03-13T07:08:22Z
I2-Multimedia-Lab,CDFormer,Organization,False,,23709.0,119.0,Python,8.0,[],2024-03-17T07:49:13Z
microsoft,bioemu,Organization,False,,651.0,351.0,Python,58.0,[],2024-12-17T16:25:33Z
AmazingDD,daisyRec,User,False,,13411.0,552.0,Python,84.0,"['afm', 'biasmf', 'cdae', 'collaborative-filtering', 'deepfm', 'ease', 'factorization-machines', 'item2vec', 'k-nearest-neighbors', 'matrix-factorization', 'neumf', 'neural-collaborative-filtering', 'nfm', 'pytorch', 'recommender-system', 'slim', 'svdpp', 'vae']",2019-12-02T04:58:34Z
Fugaku-LLM,DeepSpeedFugaku,Organization,False,,31614.0,136.0,Python,6.0,[],2024-05-08T22:46:39Z
bcmi,SSP-AI-Generated-Image-Detection,Organization,False,,666.0,102.0,Python,7.0,[],2024-04-25T12:50:58Z
microsoft,RD-Agent,Organization,False,https://rdagent.azurewebsites.net/,51474.0,4214.0,Python,361.0,"['agent', 'ai', 'automation', 'data-mining', 'data-science', 'development', 'llm', 'research']",2024-04-03T03:39:33Z
MikeWangWZHL,Solo-Performance-Prompting,User,False,https://arxiv.org/abs/2307.05300,6322.0,327.0,Python,28.0,"['large-language-models', 'llm', 'prompting']",2023-07-07T08:23:49Z
SqueezeAILab,KVQuant,Organization,False,https://arxiv.org/abs/2401.18079,20767.0,339.0,Python,30.0,"['compression', 'efficient-inference', 'efficient-model', 'large-language-models', 'llama', 'llm', 'localllama', 'localllm', 'mistral', 'model-compression', 'natural-language-processing', 'quantization', 'small-models', 'text-generation', 'transformer']",2024-01-31T17:30:10Z
kyegomez,AlphaFold3,User,False,https://discord.gg/7VckQVxvKk,2303.0,784.0,Python,104.0,"['ai', 'alphafold', 'artificial-intelligence', 'bio', 'biology', 'biology-ai', 'geneml', 'ml']",2024-05-08T16:54:21Z
avilliai,Manyana,User,False,,1696883.0,412.0,Python,34.0,[],2023-06-26T12:24:45Z
mostly-ai,mostlyai,Organization,False,https://mostly-ai.github.io/mostlyai/,13182.0,418.0,Python,32.0,"['differential-privacy', 'generative-ai', 'machine-learning', 'privacy-enhancing-technologies', 'synthetic-data', 'synthetic-data-generation', 'synthetic-data-generator']",2023-12-22T12:00:11Z
open-thought,tiny-grpo,Organization,False,,2346.0,210.0,Python,26.0,[],2025-01-22T20:52:47Z
kyegomez,xLSTM,User,False,,2259.0,119.0,Python,8.0,[],2024-05-08T12:24:01Z
ID-Animator,ID-Animator,User,False,,81099.0,373.0,Python,26.0,[],2024-04-23T11:39:29Z
lllyasviel,IC-Light,User,False,,71811.0,7877.0,Python,483.0,[],2024-05-07T13:26:05Z
mit-han-lab,deepcompressor,Organization,False,,4028.0,435.0,Python,34.0,[],2024-05-06T18:18:14Z
BiuYeaf,A-general-framework-to-Prompt-tuning-LLM-model,User,False,,9.0,146.0,Python,40.0,[],2024-05-08T07:19:18Z
mit-han-lab,omniserve,Organization,False,,5764.0,643.0,C++,43.0,[],2024-05-06T18:16:30Z
NVIDIA,TensorRT-Model-Optimizer,Organization,False,https://nvidia.github.io/TensorRT-Model-Optimizer/,24723.0,872.0,Python,67.0,[],2024-04-23T19:00:54Z
neo4j,neo4j-graphrag-python,Organization,False,https://neo4j.com/docs/neo4j-graphrag-python/current/,2630.0,498.0,Python,76.0,"['ai', 'cypher', 'genai', 'graph-database', 'graphrag', 'neo4j', 'python', 'python3', 'rag']",2024-02-27T11:49:23Z
hacksider,Deep-Live-Cam,User,False,https://deeplivecam.net/,155759.0,50580.0,Python,7502.0,"['ai', 'ai-deep-fake', 'ai-face', 'ai-webcam', 'artificial-intelligence', 'deep-fake', 'deepfake', 'deepfake-webcam', 'faceswap', 'fake-webcam', 'gan', 'real-time-deepfake', 'realtime', 'realtime-deepfake', 'realtime-face-changer', 'video-deepfake', 'webcam', 'webcamera']",2023-09-24T13:19:31Z
potamides,DeTikZify,User,False,https://nllg-detikzify.hf.space,318.0,999.0,Python,45.0,"['draw', 'graph', 'huggingface', 'inverse-graphics', 'latex', 'llama', 'llm', 'multimodal', 'sketch', 'tikz', 'transformers', 'vectorization', 'visualization']",2023-11-27T10:27:53Z
SiavashShams,ssamba,User,False,,1974.0,118.0,Python,9.0,"['audio', 'audio-classification', 'deep-learning', 'emotion-recognition', 'keyword-spotting', 'mamba', 'representation-learning', 'self-supervised-learning', 'speaker-identification', 'state-space-model']",2024-05-15T08:22:19Z
camel-ai,crab,Organization,False,https://crab.camel-ai.org/,6688.0,333.0,Python,45.0,"['gui-automation', 'language-model-agent', 'large-language-models', 'multi-agent-systems', 'visual-language-models']",2024-05-11T13:38:52Z
myscience,open-genie,User,False,,844.0,148.0,Python,15.0,"['artificial-intelligence', 'deep-learning', 'generative-ai', 'genie', 'lightning', 'pytorch-implementation', 'pytorch-lightning', 'torch', 'transformer', 'video-generation']",2024-05-21T14:43:48Z
westlake-repl,ProTrek,Organization,False,,1238.0,100.0,Python,8.0,"['contrastive-learning', 'protein-alignment', 'protein-annotation', 'protein-clip', 'protein-language-model', 'proteinclip', 'sequence-structure']",2024-05-21T12:27:51Z
YueFan1014,VideoAgent,User,False,,102863.0,193.0,Python,11.0,[],2024-05-21T09:11:10Z
YuzheZhang-1999,DiffTSR,User,False,,112196.0,133.0,Python,8.0,[],2024-03-10T09:52:20Z
securade,hub,Organization,False,https://securade.ai,221596.0,115.0,Python,15.0,"['artificial-intelligence', 'computer-vision', 'edge-deployment', 'face-detection', 'fire-detection', 'generative-ai', 'grounding-dino', 'industrial-safety', 'jetson', 'machine-learning', 'model-zoo', 'nvidia-gpu', 'object-detection', 'ppe-detection', 'proximity-dete', 'smoke-detection', 'video-analytics', 'worker-safety', 'yolo7', 'zone-mana']",2025-01-22T14:43:41Z
